port,service,description
1159,health-polling,Health Polling
1160,health-trap,Health Trap
1161,sddp,SmartDialer Data Protocol
1162,qsm-proxy,QSM Proxy Service
1163,qsm-gui,QSM GUI Service
1164,qsm-remote,QSM RemoteExec
1165,cisco-ipsla,Cisco IP SLAs Control Protocol
1166,vchat,VChat Conference Service
1167,tripwire,TRIPWIRE
1168,atc-lm,AT+C License Manager
1169,atc-appserver,AT+C FmiApplicationServer
1170,dnap,DNA Protocol
1171,d-cinema-rrp,D-Cinema Request-Response
1172,fnet-remote-ui,FlashNet Remote Admin
1173,dossier,Dossier Server
1174,indigo-server,Indigo Home Server
1175,dkmessenger,DKMessenger Protocol
1176,sgi-storman,SGI Storage Manager
1177,b2n,Backup To Neighbor
1178,mc-client,Millicent Client Proxy
1179,3comnetman,3Com Net Management
1180,accelenet-data,AcceleNet Data
1181,llsurfup-http,LL Surfup HTTP
1182,llsurfup-https,LL Surfup HTTPS
1183,catchpole,Catchpole port
1184,mysql-cluster,MySQL Cluster Manager
1185,alias,Alias Service
1186,hp-webadmin,HP Web Admin
1187,unet,Unet Connection
1188,commlinx-avl,CommLinx GPS / AVL System
1189,gpfs,General Parallel File System
1190,caids-sensor,caids sensors channel
1191,fiveacross,Five Across Server
1192,openvpn,OpenVPN
1193,rsf-1,RSF-1 clustering
1194,netmagic,Network Magic
1195,carrius-rshell,Carrius Remote Access
1196,cajo-discovery,cajo reference discovery
1197,dmidi,DMIDI
1198,scol,SCOL
1199,nucleus-sand,Nucleus Sand Database Server
1200,caiccipc,caiccipc
1201,ssslic-mgr,License Validation
1202,ssslog-mgr,Log Request Listener
1203,accord-mgc,Accord-MGC
1204,anthony-data,Anthony Data
1205,metasage,MetaSage
1206,seagull-ais,SEAGULL AIS
1207,ipcd3,IPCD3
1208,eoss,EOSS
1209,groove-dpp,Groove DPP
1210,lupa,lupa
1211,mpc-lifenet,Medtronic/Physio-Control LIFENET
1212,kazaa,KAZAA
1213,scanstat-1,scanSTAT 1.0
1214,etebac5,ETEBAC 5
1215,hpss-ndapi,HPSS NonDCE Gateway
1216,aeroflight-ads,AeroFlight-ADs
1217,aeroflight-ret,AeroFlight-Ret
1218,qt-serveradmin,QT SERVER ADMIN
1219,sweetware-apps,SweetWARE Apps
1220,nerv,SNI R&D network
1221,tgp,TrulyGlobal Protocol
1222,vpnz,VPNz
1223,slinkysearch,SLINKYSEARCH
1224,stgxfws,STGXFWS
1225,dns2go,DNS2Go
1226,florence,FLORENCE
1227,zented,ZENworks Tiered Electronic Distribution
1228,periscope,Periscope
1229,menandmice-lpm,menandmice-lpm
1230,first-defense,Remote systems monitoring
1231,univ-appserver,Universal App Server
1232,search-agent,Infoseek Search Agent
1233,mosaicsyssvc1,mosaicsyssvc1
1234,bvcontrol,bvcontrol
1235,tsdos390,tsdos390
1236,hacl-qs,hacl-qs
1237,nmsd,NMSD
1238,instantia,Instantia
1239,nessus,nessus
1240,nmasoverip,NMAS over IP
1241,serialgateway,SerialGateway
1242,isbconference1,isbconference1
1243,isbconference2,isbconference2
1244,payrouter,payrouter
1245,visionpyramid,VisionPyramid
1246,hermes,hermes
1247,mesavistaco,Mesa Vista Co
1248,swldy-sias,swldy-sias
1249,servergraph,servergraph
1250,bspne-pcc,bspne-pcc
1251,q55-pcc,q55-pcc
1252,de-noc,de-noc
1253,de-cache-query,de-cache-query
1254,de-server,de-server
1255,shockwave2,Shockwave 2
1256,opennl,Open Network Library
1257,opennl-voice,Open Network Library Voice
1258,ibm-ssd,ibm-ssd
1259,mpshrsv,mpshrsv
1260,qnts-orb,QNTS-ORB
1261,dka,dka
1262,prat,PRAT
1263,dssiapi,DSSIAPI
1264,dellpwrappks,DELLPWRAPPKS
1265,epc,eTrust Policy Compliance
1266,propel-msgsys,PROPEL-MSGSYS
1267,watilapp,WATiLaPP
1268,opsmgr,Microsoft Operations Manager
1269,excw,eXcW
1270,cspmlockmgr,CSPMLockMgr
1271,emc-gateway,EMC-Gateway
1272,t1distproc,t1distproc
1273,ivcollector,ivcollector
1274,,Reserved
1275,miva-mqs,mqs
1276,dellwebadmin-1,Dell Web Admin 1
1277,dellwebadmin-2,Dell Web Admin 2
1278,pictrography,Pictrography
1279,healthd,healthd
1280,emperion,Emperion
1281,productinfo,Product Information
1282,iee-qfx,IEE-QFX
1283,neoiface,neoiface
1284,netuitive,netuitive
1285,routematch,RouteMatch Com
1286,navbuddy,NavBuddy
1287,jwalkserver,JWalkServer
1288,winjaserver,WinJaServer
1289,seagulllms,SEAGULLLMS
1290,dsdn,dsdn
1291,pkt-krb-ipsec,PKT-KRB-IPSec
1292,cmmdriver,CMMdriver
1293,ehtp,End-by-Hop Transmission Protocol
1294,dproxy,dproxy
1295,sdproxy,sdproxy
1296,lpcp,lpcp
1297,hp-sci,hp-sci
1298,h323hostcallsc,H.323 Secure Call Control Signalling
1299,ci3-software-1,CI3-Software-1
1300,ci3-software-2,CI3-Software-2
1301,sftsrv,sftsrv
1302,boomerang,Boomerang
1303,pe-mike,pe-mike
1304,re-conn-proto,RE-Conn-Proto
1305,pacmand,Pacmand
1306,odsi,Optical Domain Service Interconnect (ODSI)
1307,jtag-server,JTAG server
1308,husky,Husky
1309,rxmon,RxMon
1310,sti-envision,STI Envision
1311,bmc_patroldb,BMC_PATROLDB
1312,pdps,Photoscript Distributed Printing System
1313,els,"E.L.S., Event Listener Service"
1314,exbit-escp,Exbit-ESCP
1315,vrts-ipcserver,vrts-ipcserver
1316,krb5gatekeeper,krb5gatekeeper
1317,amx-icsp,AMX-ICSP
1318,amx-axbnet,AMX-AXBNET
1319,pip,PIP
1320,novation,Novation
1321,brcd,brcd
1322,delta-mcp,delta-mcp
1323,dx-instrument,DX-Instrument
1324,wimsic,WIMSIC
1325,ultrex,Ultrex
1326,ewall,EWALL
1327,netdb-export,netdb-export
1328,streetperfect,StreetPerfect
1329,intersan,intersan
1330,pcia-rxp-b,PCIA RXP-B
1331,passwrd-policy,Password Policy
1332,writesrv,writesrv
1333,digital-notary,Digital Notary Protocol
1334,ischat,Instant Service Chat
1335,menandmice-dns,menandmice DNS
1336,wmc-log-svc,WMC-log-svr
1337,kjtsiteserver,kjtsiteserver
1338,naap,NAAP
1339,qubes,QuBES
1340,esbroker,ESBroker
1341,re101,re101
1342,icap,ICAP
1343,vpjp,VPJP
1344,alta-ana-lm,Alta Analytics License Manager
1345,bbn-mmc,multi media conferencing
1346,bbn-mmx,multi media conferencing
1347,sbook,Registration Network Protocol
1348,editbench,Registration Network Protocol
1349,equationbuilder,Digital Tool Works (MIT)
1350,lotusnote,Lotus Note
1351,relief,Relief Consulting
1352,XSIP-network,Five Across XSIP Network
1353,intuitive-edge,Intuitive Edge
1354,cuillamartin,CuillaMartin Company
1355,pegboard,Electronic PegBoard
1356,connlcli,CONNLCLI
1357,ftsrv,FTSRV
1358,mimer,MIMER
1359,linx,LinX
1360,timeflies,TimeFlies
1361,ndm-requester,Network DataMover Requester
1362,ndm-server,Network DataMover Server
1363,adapt-sna,Network Software Associates
1364,netware-csp,Novell NetWare Comm Service Platform
1365,dcs,DCS
1366,screencast,ScreenCast
1367,gv-us,GlobalView to Unix Shell
1368,us-gv,Unix Shell to GlobalView
1369,fc-cli,Fujitsu Config Protocol
1370,fc-ser,Fujitsu Config Protocol
1371,chromagrafx,Chromagrafx
1372,molly,EPI Software Systems
1373,bytex,Bytex
1374,ibm-pps,IBM Person to Person Software
1375,cichlid,Cichlid License Manager
1376,elan,Elan License Manager
1377,dbreporter,Integrity Solutions
1378,telesis-licman,Telesis Network License Manager
1379,apple-licman,Apple Network License Manager
1380,udt_os,udt_os
1381,gwha,GW Hannaway Network License Manager
1382,os-licman,Objective Solutions License Manager
1383,atex_elmd,Atex Publishing License Manager
1384,checksum,CheckSum License Manager
1385,cadsi-lm,Computer Aided Design Software Inc LM
1386,objective-dbc,Objective Solutions DataBase Cache
1387,iclpv-dm,Document Manager
1388,iclpv-sc,Storage Controller
1389,iclpv-sas,Storage Access Server
1390,iclpv-pm,Print Manager
1391,iclpv-nls,Network Log Server
1392,iclpv-nlc,Network Log Client
1393,iclpv-wsm,PC Workstation Manager software
1394,dvl-activemail,DVL Active Mail
1395,audio-activmail,Audio Active Mail
1396,video-activmail,Video Active Mail
1397,cadkey-licman,Cadkey License Manager
1398,cadkey-tablet,Cadkey Tablet Daemon
1399,goldleaf-licman,Goldleaf License Manager
1400,prm-sm-np,Prospero Resource Manager
1401,prm-nm-np,Prospero Resource Manager
1402,igi-lm,Infinite Graphics License Manager
1403,ibm-res,IBM Remote Execution Starter
1404,netlabs-lm,NetLabs License Manager
1405,,Reserved
1406,sophia-lm,Sophia License Manager
1407,here-lm,Here License Manager
1408,hiq,HiQ License Manager
1409,af,AudioFile
1410,innosys,InnoSys
1411,innosys-acl,Innosys-ACL
1412,ibm-mqseries,IBM MQSeries
1413,dbstar,DBStar
1414,novell-lu6.2,Novell LU6.2
1415,timbuktu-srv1,Timbuktu Service 1 Port
1416,timbuktu-srv2,Timbuktu Service 2 Port
1417,timbuktu-srv3,Timbuktu Service 3 Port
1418,timbuktu-srv4,Timbuktu Service 4 Port
1419,gandalf-lm,Gandalf License Manager
1420,autodesk-lm,Autodesk License Manager
1421,essbase,Essbase Arbor Software
1422,hybrid,Hybrid Encryption Protocol
1423,zion-lm,Zion Software License Manager
1424,sais,Satellite-data Acquisition System 1
1425,mloadd,mloadd monitoring tool
1426,informatik-lm,Informatik License Manager
1427,nms,Hypercom NMS
1428,tpdu,Hypercom TPDU
1429,rgtp,Reverse Gossip Transport
1430,blueberry-lm,Blueberry Software License Manager
1431,ms-sql-s,Microsoft-SQL-Server
1432,ms-sql-m,Microsoft-SQL-Monitor
1433,ibm-cics,IBM CICS
1434,saism,Satellite-data Acquisition System 2
1435,tabula,Tabula
1436,eicon-server,Eicon Security Agent/Server
1437,eicon-x25,Eicon X25/SNA Gateway
1438,eicon-slp,Eicon Service Location Protocol
1439,cadis-1,Cadis License Management
1440,cadis-2,Cadis License Management
1441,ies-lm,Integrated Engineering Software
1442,marcam-lm,Marcam  License Management
1443,proxima-lm,Proxima License Manager
1444,ora-lm,Optical Research Associates License Manager
1445,apri-lm,Applied Parallel Research LM
1446,oc-lm,OpenConnect License Manager
1447,peport,PEport
1448,dwf,Tandem Distributed Workbench Facility
1449,infoman,IBM Information Management
1450,gtegsc-lm,GTE Government Systems License Man
1451,genie-lm,Genie License Manager
1452,interhdl_elmd,interHDL License Manager
1453,esl-lm,ESL License Manager
1454,dca,DCA
1455,valisys-lm,Valisys License Manager
1456,nrcabq-lm,Nichols Research Corp.
1457,proshare1,Proshare Notebook Application
1458,proshare2,Proshare Notebook Application
1459,ibm_wrless_lan,IBM Wireless LAN
1460,world-lm,World License Manager
1461,nucleus,Nucleus
1462,msl_lmd,MSL License Manager
1463,pipes,Pipes Platform
1464,oceansoft-lm,Ocean Software License Manager
1465,csdmbase,CSDMBASE
1466,csdm,CSDM
1467,aal-lm,Active Analysis Limited License Manager
1468,uaiact,Universal Analytics
1469,csdmbase,csdmbase
1470,csdm,csdm
1471,openmath,OpenMath
1472,telefinder,Telefinder
1473,taligent-lm,Taligent License Manager
1474,clvm-cfg,clvm-cfg
1475,ms-sna-server,ms-sna-server
1476,ms-sna-base,ms-sna-base
1477,dberegister,dberegister
1478,pacerforum,PacerForum
1479,airs,AIRS
1480,miteksys-lm,Miteksys License Manager
1481,afs,AFS License Manager
1482,confluent,Confluent License Manager
1483,lansource,LANSource
1484,nms_topo_serv,nms_topo_serv
1485,localinfosrvr,LocalInfoSrvr
1486,docstor,DocStor
1487,dmdocbroker,dmdocbroker
1488,insitu-conf,insitu-conf
1489,stone-design-1,stone-design-1
1490,netmap_lm,netmap_lm
1492,ica,ica
1493,cvc,cvc
1494,liberty-lm,liberty-lm
1495,rfx-lm,rfx-lm
1496,sybase-sqlany,Sybase SQL Any
1497,fhc,Federico Heinz Consultora
1498,vlsi-lm,VLSI License Manager
1499,saiscm,Satellite-data Acquisition System 3
1500,shivadiscovery,Shiva
1501,imtc-mcs,Databeam
1502,evb-elm,EVB Software Engineering License Manager
1503,funkproxy,"Funk Software, Inc."
1504,utcd,Universal Time daemon (utcd)
1505,symplex,symplex
1506,diagmond,diagmond
1507,robcad-lm,"Robcad, Ltd. License Manager"
1508,mvx-lm,Midland Valley Exploration Ltd. Lic. Man.
1509,3l-l1,3l-l1
1510,wins,Microsoft's Windows Internet Name Service
1511,fujitsu-dtc,"Fujitsu Systems Business of America, Inc"
1512,fujitsu-dtcns,"Fujitsu Systems Business of America, Inc"
1513,ifor-protocol,ifor-protocol
1514,vpad,Virtual Places Audio data
1515,vpac,Virtual Places Audio control
1516,vpvd,Virtual Places Video data
1517,vpvc,Virtual Places Video control
1518,atm-zip-office,atm zip office
1519,ncube-lm,nCube License Manager
1520,ricardo-lm,Ricardo North America License Manager
1521,cichild-lm,cichild
1522,ingreslock,ingres
1523,prospero-np,Prospero Directory Service non-priv
1524,pdap-np,Prospero Data Access Prot non-priv
1525,tlisrv,oracle
1526,ngr-t,NGR transport protocol for mobile ad-hoc networks
1527,coauthor,oracle
1528,rap-service,rap-service
1529,rap-listen,rap-listen
1530,miroconnect,miroconnect
1531,virtual-places,Virtual Places Software
1532,micromuse-lm,micromuse-lm
1533,ampr-info,ampr-info
1534,ampr-inter,ampr-inter
1535,sdsc-lm,isi-lm
1536,3ds-lm,3ds-lm
1537,intellistor-lm,Intellistor License Manager
1538,rds,rds
1539,rds2,rds2
1540,gridgen-elmd,gridgen-elmd
1541,simba-cs,simba-cs
1542,aspeclmd,aspeclmd
1543,vistium-share,vistium-share
1544,abbaccuray,abbaccuray
1545,laplink,laplink
1546,axon-lm,Axon License Manager
1547,shivasound,Shiva Sound
1548,3m-image-lm,Image Storage license manager 3M Company
1549,hecmtl-db,HECMTL-DB
1550,pciarray,pciarray
1551,sna-cs,sna-cs
1552,caci-lm,CACI Products Company License Manager
1553,livelan,livelan
1554,veritas_pbx,VERITAS Private Branch Exchange
1555,arbortext-lm,ArborText License Manager
1556,xingmpeg,xingmpeg
1557,web2host,web2host
1558,asci-val,ASCI-RemoteSHADOW
1559,facilityview,facilityview
1560,pconnectmgr,pconnectmgr
1561,cadabra-lm,Cadabra License Manager
1562,pay-per-view,Pay-Per-View
1563,winddlb,WinDD
1564,corelvideo,CORELVIDEO
1565,jlicelmd,jlicelmd
1566,tsspmap,tsspmap
1567,ets,ets
1568,orbixd,orbixd
1569,rdb-dbs-disp,Oracle Remote Data Base
1570,chip-lm,Chipcom License Manager
1571,itscomm-ns,itscomm-ns
1572,mvel-lm,mvel-lm
1573,oraclenames,oraclenames
1574,moldflow-lm,Moldflow License Manager
1575,hypercube-lm,hypercube-lm
1576,jacobus-lm,Jacobus License Manager
1577,ioc-sea-lm,ioc-sea-lm
1578,tn-tl-r2,tn-tl-r2
1579,mil-2045-47001,MIL-2045-47001
1580,msims,MSIMS
1581,simbaexpress,simbaexpress
1582,tn-tl-fd2,tn-tl-fd2
1583,intv,intv
1584,ibm-abtact,ibm-abtact
1585,pra_elmd,pra_elmd
1586,triquest-lm,triquest-lm
1587,vqp,VQP
1588,gemini-lm,gemini-lm
1589,ncpm-pm,ncpm-pm
1590,commonspace,commonspace
1591,mainsoft-lm,mainsoft-lm
1592,sixtrak,sixtrak
1593,radio,radio
1594,radio-bc,radio-bc
1595,orbplus-iiop,orbplus-iiop
1596,picknfs,picknfs
1597,simbaservices,simbaservices
1598,issd,issd
1599,aas,aas
1600,inspect,inspect
1601,picodbc,pickodbc
1602,icabrowser,icabrowser
1603,slp,Salutation Manager (Salutation Protocol)
1604,slm-api,Salutation Manager (SLM-API)
1605,stt,stt
1606,smart-lm,Smart Corp. License Manager
1607,isysg-lm,isysg-lm
1608,taurus-wh,taurus-wh
1609,ill,Inter Library Loan
1610,netbill-trans,NetBill Transaction Server
1611,netbill-keyrep,NetBill Key Repository
1612,netbill-cred,NetBill Credential Server
1613,netbill-auth,NetBill Authorization Server
1614,netbill-prod,NetBill Product Server
1615,nimrod-agent,Nimrod Inter-Agent Communication
1616,skytelnet,skytelnet
1617,xs-openstorage,xs-openstorage
1618,faxportwinport,faxportwinport
1619,softdataphone,softdataphone
1620,ontime,ontime
1621,jaleosnd,jaleosnd
1622,udp-sr-port,udp-sr-port
1623,svs-omagent,svs-omagent
1624,shockwave,Shockwave
1625,t128-gateway,T.128 Gateway
1626,lontalk-norm,LonTalk normal
1627,lontalk-urgnt,LonTalk urgent
1628,oraclenet8cman,Oracle Net8 Cman
1629,visitview,Visit view
1630,pammratc,PAMMRATC
1631,pammrpc,PAMMRPC
1632,loaprobe,Log On America Probe
1633,edb-server1,EDB Server 1
1634,isdc,ISP shared public data control
1635,islc,ISP shared local data control
1636,ismc,ISP shared management control
1637,cert-initiator,cert-initiator
1638,cert-responder,cert-responder
1639,invision,InVision
1640,isis-am,isis-am
1641,isis-ambc,isis-ambc
1642,saiseh,Satellite-data Acquisition System 4
1643,sightline,SightLine
1644,sa-msg-port,sa-msg-port
1645,rsap,rsap
1646,concurrent-lm,concurrent-lm
1647,kermit,kermit
1648,nkd,nkd
1649,shiva_confsrvr,shiva_confsrvr
1650,xnmp,xnmp
1651,alphatech-lm,alphatech-lm
1652,stargatealerts,stargatealerts
1653,dec-mbadmin,dec-mbadmin
1654,dec-mbadmin-h,dec-mbadmin-h
1655,fujitsu-mmpdc,fujitsu-mmpdc
1656,sixnetudr,sixnetudr
1657,sg-lm,Silicon Grail License Manager
1658,skip-mc-gikreq,skip-mc-gikreq
1659,netview-aix-1,netview-aix-1
1660,netview-aix-2,netview-aix-2
1661,netview-aix-3,netview-aix-3
1662,netview-aix-4,netview-aix-4
1663,netview-aix-5,netview-aix-5
1664,netview-aix-6,netview-aix-6
1665,netview-aix-7,netview-aix-7
1666,netview-aix-8,netview-aix-8
1667,netview-aix-9,netview-aix-9
1668,netview-aix-10,netview-aix-10
1669,netview-aix-11,netview-aix-11
1670,netview-aix-12,netview-aix-12
1671,proshare-mc-1,Intel Proshare Multicast
1672,proshare-mc-2,Intel Proshare Multicast
1673,pdp,Pacific Data Products
1674,netcomm2,netcomm2
1675,groupwise,groupwise
1676,prolink,prolink
1677,darcorp-lm,darcorp-lm
1678,microcom-sbp,microcom-sbp
1679,sd-elmd,sd-elmd
1680,lanyon-lantern,lanyon-lantern
1681,ncpm-hip,ncpm-hip
1682,snaresecure,SnareSecure
1683,n2nremote,n2nremote
1684,cvmon,cvmon
1685,nsjtp-ctrl,nsjtp-ctrl
1686,nsjtp-data,nsjtp-data
1687,firefox,firefox
1688,ng-umds,ng-umds
1689,empire-empuma,empire-empuma
1690,sstsys-lm,sstsys-lm
1691,rrirtr,rrirtr
1692,rrimwm,rrimwm
1693,rrilwm,rrilwm
1694,rrifmm,rrifmm
1695,rrisat,rrisat
1696,rsvp-encap-1,RSVP-ENCAPSULATION-1
1697,rsvp-encap-2,RSVP-ENCAPSULATION-2
1698,mps-raft,mps-raft
1699,l2tp,l2tp
1700,deskshare,deskshare
1701,hb-engine,hb-engine
1702,bcs-broker,bcs-broker
1703,slingshot,slingshot
1704,jetform,jetform
1705,vdmplay,vdmplay
1706,gat-lmd,gat-lmd
1707,centra,centra
1708,impera,impera
1709,pptconference,pptconference
1710,registrar,resource monitoring service
1711,conferencetalk,ConferenceTalk
1712,sesi-lm,sesi-lm
1713,houdini-lm,houdini-lm
1714,xmsg,xmsg
1715,fj-hdnet,fj-hdnet
1716,h323gatedisc,H.323 Multicast Gatekeeper Discover
1717,h323gatestat,H.323 Unicast Gatekeeper Signaling
1718,h323hostcall,H.323 Call Control
1719,caicci,caicci
1720,hks-lm,HKS License Manager
1721,pptp,pptp
1722,csbphonemaster,csbphonemaster
1723,iden-ralp,iden-ralp
1724,iberiagames,IBERIAGAMES
1725,winddx,winddx
1726,telindus,TELINDUS
1727,citynl,CityNL License Management
1728,roketz,roketz
1729,msiccp,MSICCP
1730,proxim,proxim
1731,siipat,SIMS - SIIPAT Protocol for Alarm Transmission
1732,cambertx-lm,Camber Corporation License Management
1733,privatechat,PrivateChat
1734,street-stream,street-stream
1735,ultimad,ultimad
1736,gamegen1,GameGen1
1737,webaccess,webaccess
1738,encore,encore
1739,cisco-net-mgmt,cisco-net-mgmt
1740,3Com-nsd,3Com-nsd
1741,cinegrfx-lm,Cinema Graphics License Manager
1742,ncpm-ft,ncpm-ft
1743,remote-winsock,remote-winsock
1744,ftrapid-1,ftrapid-1
1745,ftrapid-2,ftrapid-2
1746,oracle-em1,oracle-em1
1747,aspen-services,aspen-services
1748,sslp,Simple Socket Library's PortMaster
1749,swiftnet,SwiftNet
1750,lofr-lm,Leap of Faith Research License Manager
1751,,Reserved
1752,oracle-em2,oracle-em2
1753,ms-streaming,ms-streaming
1754,capfast-lmd,capfast-lmd
1755,cnhrp,cnhrp
1756,tftp-mcast,tftp-mcast
1757,spss-lm,SPSS License Manager
1758,www-ldap-gw,www-ldap-gw
1759,cft-0,cft-0
1760,cft-1,cft-1
1761,cft-2,cft-2
1762,cft-3,cft-3
1763,cft-4,cft-4
1764,cft-5,cft-5
1765,cft-6,cft-6
1766,cft-7,cft-7
1767,bmc-net-adm,bmc-net-adm
1768,bmc-net-svc,bmc-net-svc
1769,vaultbase,vaultbase
1770,essweb-gw,EssWeb Gateway
1771,kmscontrol,KMSControl
1772,global-dtserv,global-dtserv
1773,,Reserved
1774,femis,Federal Emergency Management Information System
1775,powerguardian,powerguardian
1776,prodigy-intrnet,prodigy-internet
1777,pharmasoft,pharmasoft
1778,dpkeyserv,dpkeyserv
1779,answersoft-lm,answersoft-lm
1780,hp-hcip,hp-hcip
1781,,"Decomissioned Port 04/14/00, ms"
1782,finle-lm,Finle License Manager
1783,windlm,Wind River Systems License Manager
1784,funk-logger,funk-logger
1785,funk-license,funk-license
1786,psmond,psmond
1787,hello,hello
1788,nmsp,Narrative Media Streaming Protocol
1789,ea1,EA1
1790,ibm-dt-2,ibm-dt-2
1791,rsc-robot,rsc-robot
1792,cera-bcm,cera-bcm
1793,dpi-proxy,dpi-proxy
1794,vocaltec-admin,Vocaltec Server Administration
1795,uma,UMA
1796,etp,Event Transfer Protocol
1797,netrisk,NETRISK
1798,ansys-lm,ANSYS-License manager
1799,msmq,Microsoft Message Que
1800,concomp1,ConComp1
1801,hp-hcip-gwy,HP-HCIP-GWY
1802,enl,ENL
1803,enl-name,ENL-Name
1804,musiconline,Musiconline
1805,fhsp,Fujitsu Hot Standby Protocol
1806,oracle-vp2,Oracle-VP2
1807,oracle-vp1,Oracle-VP1
1808,jerand-lm,Jerand License Manager
1809,scientia-sdb,Scientia-SDB
1810,radius,RADIUS
1811,radius-acct,RADIUS Accounting
1812,tdp-suite,TDP Suite
1813,mmpft,MMPFT
1814,harp,HARP
1815,rkb-oscs,RKB-OSCS
1816,etftp,Enhanced Trivial File Transfer Protocol
